Timestamp,Date,Employee ID,Location,Department,Reservations - No of Booking Requests Processed ,Reservations - No of Confirmations Updated,Reservations - No of Cancellations ,Reservations - No. of Amendments Made ,Reservations - No of Reconfirmations Made ,Reservations - Remarks ,Taj/Bhutan - No. of Bhutan Air Booking Processed ,Taj/Bhutan - No of Confirmed Bhutan Air Tickets ,Taj/Bhutan - No of Taj Hotels Booking Processed ,Taj/Bhutan - No of Confirmed bookings ,Taj/Bhutan - No of Cancellations ,Taj/Bhutan - No of Amendments made,Taj/Bhutan - No of Reconfirmations made,Taj/Bhutan - Remarks ,Sales Online - No of Enquiries Received ,Sales Online - No of Conversions ,Sales Online - No of Follow‑Ups Taken ,Sales Online - No of Cancellations ,Sales Online - Remarks ,Sales Group - No of Enquiries Received ,Sales Group - No of Conversions Made ,Sales Group - No of Follow‑Ups Taken ,Sales Group - No of Cancellations ,Sales Group - No of Amendments Made ,Sales Group - Remarks ,IT - No of Entries Made ,IT - No. of Amendments Made ,IT - No of Calls/Emails Made ,IT - No of Creatives Made ,IT - Remarks ,HR - Number of Interviews Taken ,HR - Number of Job Offers Extended ,HR - How many Leave Requests Received Today ,HR - Number of Employee Grievances Addressed ,HR - Number of Salary Processing ,HR - Payroll Processing ,HR - Were any Exit Interviews Conducted Today ,HR - Were any Retention Efforts Made (at risk of leaving) ,HR - Remarks ,Accounts - Number of Customer Payments Processed ,Accounts - Number of Tax Filings Prepared/Reviewed ,Accounts - Number of transactions recorded in the accounting system,Accounts - Number of vendor invoices processed,Accounts - Remarks ,Graphic Designer - Give a summary for the day,Others - Give a summary for the day
14/05/2025 19:09:03,14/05/2025,NHL/247,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,3,0,10,,2,,,,,,,,,,,,,,,,,,,,,,
14/05/2025 19:20:23,14/05/2025,NHL/233,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,"PURCHASE BOOKED
CASH ENTRY
PREPARING ANNEXURE FOR GSTR3B
CHECKING OF SALES INVOICE DONE OR NOT 
TDS ENTRY
BNI LIST UPDATE
VOUCHER FILLING ",,
14/05/2025 19:21:14,14/05/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
Invoice Sorting and Filing.
Hotel Invoice Checked, Matched, Renamed etc.",,
14/05/2025 19:22:16,13/05/2025,T7,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.Payment update and acknowledgement of last night.
2.check hold to convert files and updated in software and inform sales person to convert the hold files
3.ledger reconcile 
4.paymeny follow up 
5.payment update in software and acknowledgement 
6.Tds entry 
7.Call received from agent and our sales team",,
14/05/2025 19:22:46,14/05/2025,NHL/234,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,"Mails read -650
Mails reply-35
Follow up with agent -80
Payment noted -80
Payment collected - 90 lakhs
Calls attend -17",,
14/05/2025 19:25:31,14/05/2025,NHL/015,Kolkata,RESERVATION,5,2,0,3,0,"1619928, 1757328, 1684427 & 1552144 - COMPLAIN MAIL SENT TO THE HOTEL AND RESOLVED. 04 AVAILABILITY WITH RATE GIVEN TO OPERATOR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2025 19:26:23,14/05/2025,NHL/212,Kolkata,RESERVATION,1,0,0,1,25,"Updated Contact details of the guest to Maple Residency, Lemon Tree - Gangtok Amani - Pelling.
Jain meal request mail sent against File No. 1485160.
Checked Booking statement for Lemon Tree - Gangtok.

Siddarth Hotels Query: 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2025 19:35:07,13/05/2025,NHL/178,Kolkata,RESERVATION,9,24,1,4,0,CHECKED 4 AVAILABILITIES WITH TRIP IDs AND 3 AVAILABILITIES OF SINGLE OR MORE HOTELS VERBALLY/ ON GROUP/ ON PAPER. 3 RATES GIVEN OF HOTELS. SHIFTED A BOOKING FROM SILIGURI TO GANGTOK WITHOUT RETENTION. COORDINATED WITH HOTELS TO WAIVE OFF RETENTION CHARGES AS THEY WERE NOT ACCEPTING OUR REQUESTS.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2025 19:55:01,14/05/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Payment follow-up Bhutan including.
4.	Bank Reconciled checking. All Bank
5.	Bhutan payment follow up 
6.	Follow up TCS amount and TCS declaration
7.	Communicate to agent more times over phone about TCS TDS and GST for Bhutan booking
8.	Read mail
9.	Payment Process
        a.	Registered-2 times 
         b.	Unregistered  
",,
14/05/2025 19:55:29,14/05/2025,NHL/209,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,0,0,10,,,DOING SEMBARK UPDATE WITH SANJAY SIR,,,,,,,,,,,,,,,,,,,,,
14/05/2025 19:56:33,14/05/2025,NHL/029,Kolkata,RESERVATION,12,1,2,5,0,RATE DONE FOR -1783101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2025 19:59:56,14/05/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,9,63,0,0,0,0,08,"BHUTAN TICKETS : QUERY 06, FLIGHT TIMING CHANGES : 08 / TAJ HOTELS : 04 QUERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2025 20:40:36,14/05/2025,nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,uncounted,uncounted,uncounted,uncounted,misc engaged,,
14/05/2025 22:32:09,13/05/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1.All Hotel  and Transport payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels. 
5.prepared 2 single payments",,
15/05/2025 00:05:10,14/05/2025,NHL/007,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,NA,2,14,"TDS CHECKED FOR PAYMENT MADE ON 13.05.2025 , SENT PAYMENT DETAILS TO THE HOTELS AND TRANSPOTERS, SOLVED PAYMENT RELATED QUERIES OF THE HOTELS & TRANSPOTERS , PAYMENT OF VENDORS INVOLVES CHECKING OF TRIPS , UPDATION IN SOFTWARE , CHECKING EMAILS AND PROFIT AND LOSS , ALL DONE , CHECKED PURCHASE ENTRIES IN TALLY DONE BY JUNIOR COLLEAGUE, CHECKED JAIPUR BRANCH , WENT TO THE CFO FOR 2ND  CHECKING OF VENDOR INVOICES  AND PERFORM OTHER MISCELLANEOUS JOBS GIVEN BY THE CFO , SIR AND MY TEAMMATES.",,
15/05/2025 07:28:03,14/05/2025,NHL/010,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Mailer send, Facebook update, Instagram update ",,,,,,,,,,,,,,,,
15/05/2025 10:38:26,14/05/2025,NHL/229,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12 NO OF TRIPS ARE READY FOR SIGNLE PAYMENT ,NA,NA,NA ,"PAYMENT APPROVAL SIGNATURE FROM VIKRAM DA & SIR ALSO,,,MAIL TO HOTEL(1736218 ,1440494,1619928,1750234,1796212),,STATEMENT WORKING OF MOUNT GRP               ,",,
15/05/2025 10:51:01,14/05/2025,NHL/191,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,NA,NA,20,"Holidays Planners advance made , Sonar Bangla Tarapith invoice processed , Mayfair Raipur partially processed for the the month of April'25 ,  Mayfair Siliguri  May'25 processed till 15th , Mayfair Gangtok payment processed till 15th May'25 , Ginger Gangtok advance payment processed , Checking of all regural vendor payments , Assisting of making payments towards vendor , Putting e mail to vendors along with payment advice. ",,
15/05/2025 12:06:38,13/05/2025,NHL/192,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice raised / work giving by TL,,
15/05/2025 13:40:25,14/05/2025,T7,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.Payment update and acknowledgement of last night.
2.check hold to convert files and updated in software and inform sales person to convert the hold files
3.ledger reconcile 
4.paymeny follow up 
5.payment update in software and acknowledgement 
6.Tds entry 
7.Call received from agent and our sales team",,
15/05/2025 15:30:21,14/05/2025,NHL/214,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"TRAINING FOR TCS, BHUTAN TDS , TCS CHECK , RIYA HOLIDAYS TICKET ENTRIES, SIKKIM INVOICE ENTRIES , MAIL SEND FOR INVOICE 
",,
15/05/2025 16:40:50,15/05/2025,NHL/233,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA,"PURCHASE BOOKED
CASH ENTRY
PREPARING ANNEXURE FOR GSTR3B
CHECKING OF SALES INVOICE DONE OR NOT 
BILLS CHECKED & SORTED AS PER STATEMENT 
TDS ENTRY
BNI LIST UPDATE",,
15/05/2025 17:34:32,15/05/2025,NHL/015,Kolkata,RESERVATION,3,6,1,2,1,"SUMMER ROOM BLOCKING UNUTILISED ROOM STATEMENT SENT TO HOTEL AS PER CUT OFF FERN DENZONG, CRESCENT, LEMON TREE GANGTOK, RAMADA DARJEELING, KEEPSA, MAITREE, HIMALAYAN, OLIVE & KHANGCHEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 17:57:42,15/05/2025,NHL/128,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,243,,1,,Updated Master from SATTE data & Mail to Prakash Sir for data of 4 zones in Mumbai,,,,,,,,,,,,,,,,
15/05/2025 18:49:34,15/05/2025,NHL/240,Kolkata,Sales(Online),,,,,,,,,,,,,,,1,0,0,0,"As instructed by prakash sir , did bhutan fixed departure call for the whole day",,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 18:49:58,15/05/2025,T5,Kolkata,RESERVATION,1,0,0,0,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 18:59:22,15/05/2025,NHL/256,Kolkata,Sales(Online),,,,,,,,,,,,,,,1,0,5,0,"04 Revised done

52 Call Done 

Whats App Done, Mail Done & Broadcast List created",,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 18:59:59,15/05/2025,NHL/232,Kolkata,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4,3,0,0,No,No,"1. Prepare a lunch list of 45 employees. 2. Prepare the attendance sheet for 13th May,14th May & 15th May,3. Making Comp off list for 1 employee,4. Fill up the HR compliance & Policies form for other departments (rating)5. Send the rating parameter to 4 employees,6. Send a hobby to the vendor for cake,7. Send payment confirmation to the IT department & mobile vendor,8. Complain to Jio about the network issue in the Co mobile connection,9. Discuss one of the employee's Incentive cheques with the Accounts Department 10. Make an Excel & send 5 emails to 4 people about rating,11. Complain to the 3rd party about miscommunication & clarification about some decision 12.  Call & check about the accidental policy 13. Send a payslip,14. Discuss with director about review of HR handbook.",,,,,,,
15/05/2025 19:14:41,14/05/2025,NHL/220,Kolkata,RESERVATION,3,7,1,9,0,"9 AVAILABILITY CHECKED, 9 RELEASE FILE CLEARED, 1 CONTACT DETAILS SHARED, 2 RATE GIVEN ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 19:24:34,15/05/2025,NHL/218,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,8,,"RATE RECHECK, SEMBARK CHECK, FILING

Ridhi Sidhi Residency - Drj
Naren Palace - Puri
Mudita - Dirang
Polaris - Gtk
Oxytel - Murti
Sonar Bangla Guest House - Kolkata

Sila Norphel - Pelling
Taj Chia kutir - Kurseong
Taj Guras - Gtk
VIVANTA Pakyong
Vivanta Shillong
vIVANTA Tawang",,,,,,,,,,,,,,,,
15/05/2025 19:24:54,15/05/2025,T15,Kolkata,RESERVATION,0,0,0,0,0,AVAILABILITY CHECKING DONE FOR 28 FILES AND CALLING DONE IN 30 HOTELS FOR ALMOST 90 TIMES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 19:37:42,15/05/2025,NHL/212,Kolkata,RESERVATION,1,0,0,0,25,"Updated contact details to Maple Residency - Gangtok, Amani - Pelling, Queens Yard, Lemon Tree
Saved retention for Extra Bed part at Denzong Regency against File no. 981626.

Whatsapp Query: 1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 19:40:54,15/05/2025,NHL/029,Kolkata,RESERVATION,10,1,2,2,0,RETENTION WAIVED OFF 1373147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 19:46:33,15/05/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Bhutan including.
4.	Bank Reconciled checking. All Bank
5.	Follow up TCS amount and TCS declaration
6.	Communicate to agent more times over phone about TCS TDS and GST for Bhutan booking
7.	Read mail
8.	Payment Process
       a.	Registered-
       b.	Unregistered  
",,
15/05/2025 19:49:57,15/05/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
Invoice Sorting and Filing.",,
15/05/2025 19:52:21,15/05/2025,NHL/188,Kolkata,RESERVATION,15,15,2,0,12,42 QUERIES DONE IN MAYFAIR WHATS APP GROUP...NEGOTION DONE ON RAJ-1796240/PAM-1802388/PRN-1802417/SAS-1800561..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 19:53:23,15/05/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,2,6,4,2,0,0,1,"BHUTAN TICKETS : QUERY 07, BLOCKING : 02, FLIGHT TIMING CHANGES : 03 / TAJ HOTELS : 11 QUERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 19:58:03,15/05/2025,NHL/209,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,4,0,10,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 20:02:55,15/05/2025,NHL/247,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,3,0,5,,3,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 20:06:28,14/05/2025,NHL/178,Kolkata,RESERVATION,8,18,8,8,0,"CHECKED 3 AVAILABILITIES WITH TRIP IDs AND 4 AVAILABILITIES OF SINGLE OR MORE HOTELS IN WHATSAPP GROUP, VERBALLY OR ON PAPER. RATE GIVEN FOR 4 HOTELS. ARRANGED PACKED BREAKFAST IN GANGTOK HOTEL.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/05/2025 22:00:14,15/05/2025,NHL/234,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,25,"Mails read -700
Mails reply-100
Follow up with agent -85
Payment noted -82
Payment collected - 90 lakhs
Calls attend -23",,
15/05/2025 22:15:01,14/05/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1.All Hotel  and transport payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels. ",,
15/05/2025 23:55:43,15/05/2025,Nhl/049,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Uncounted ,Uncounted ,Uncounted ,Uncounted ,Engaged in preparation and preservation of Audit data and future financial planning ,,
16/05/2025 01:39:38,06/05/2025,NHL/010,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,"Mailer sent, Facebook update, Instagram update ",,,,,,,,,,,,,,,,
16/05/2025 07:50:47,15/05/2025,NHL/007,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,NA,4,11,"TDS CHECKED FOR PAYMENT MADE ON 14.05.2025 , SENT PAYMENT DETAILS TO THE TRANSPORTERS, CHECKED PURCHASE ENTRY DONE BY THE JUNIOR COLLEAGUE,SOLVED PAYMENT RELATED QUERIES OF THE TRANSPOT TEAM , CHECKED HOTEL CONTRACT GIVEN TO ME BY PRODUCT TEAM , CHECKED TRIPS OF INVOICES PROCESSED , CHECKED JAIPUR BRANCH ACCOUNTS , ASSIST THE JUNIOR COLLEAGUE IN PAYMENT UPDATION IN SOFTWARE AND OTHER MISCELLANEOUS JOS GIVEN TO ME BY THE TRANSPORT TEAM AND CFO ",,
16/05/2025 09:56:35,15/05/2025,NHL/192,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice raise/ ledger reco/TCS,,
16/05/2025 10:43:18,15/05/2025,NHL/191,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,NA,NA,33,"Mayfair Raipur April'25 statement processed , Lemon Tree Siliguri statement processed till 11th May'25 , Eeshan Resorts Hotels Darjeeling bills checked & send towards hotelier for acknowledging , Hotel Tashiling Residency group bill checked & processed , Jagjeet Yuma - Darjeeling bills checked and send for acknowledging the same , Checking Regural vendors payments , Assisting in making payments , Putting e mail towards vendor w.r.t transaction details along with payment advice.",,
16/05/2025 17:42:54,15/05/2025,NHL/214,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," INVOICE SENT  TO AGENT , BHUTAN TDS , TCS CHECK , ODISSA , SIKKIM INVOICE ENTRIES , RIYA HOLIDAYS TICKET ENTRIES , MAIL SEND FOR INVOICE ",,
16/05/2025 18:53:39,15/05/2025,NHL/220,Kolkata,RESERVATION,10,8,0,5,0,"16 availabilities checked, 5 rate given through whatsapp, contact details shared to hotel, have a long discussion with hotels for rate issues ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 18:57:21,16/05/2025,NHL/240,Kolkata,Sales(Online),,,,,,,,,,,,,,,0,0,3,0,"Bhutan fixed departure calling

Online lead Campaign right ready for bhutan FD",,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 18:59:38,16/05/2025,T4,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,0,0,0,0,0,0,0,"BHUTAN TICKETS : 02 NEW QUOTATIONS SENT
TAJ HOTELS : 11 QUOTATIONS SENT
COMPLETED MAHARASHTRA CALLING LIST",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 19:00:16,16/05/2025,NHL/256,Kolkata,Sales(Online),,,,,,,,,,,,,,,1,0,5,0,"03 Revised Done

56 Call Done 

What's App Done, Mail Done & Broadcast List created",,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 19:04:03,16/05/2025,NHL/232,Kolkata,HR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,2,0,0,No,No,"1. PREPARE LUNCH LIST FOR 2 CO (77 EMOLOYEE),2. PREPARE EXCEL SHEET FOR ACCOUNTS (APRIL 25),3. PREPARE HR COMPLIANCE SHEET FOR 3 DEPARTMENT,4. ENTRY VOUCHERS (13),5. DISCUSS WITH DIRECTOR ABOUT PARENTS DAY,6. REORGANISE HR DOCUMENTS,7. CHECKING BILL OF LIGHT, RAM, ACCIDENTAL POLICY,8. CHECKING TRANSPORT EXTRA DUTY,9. ARRANGE A PLUMBER FOR REPAIR OF OFFICE PANTRY & WASHROOM ISSUE,10. TAKE CARE OF AN EMPLOYEE WHO IS FEELING UNWELL. 11. DISCUSS the medical BOX WITH the senior,12. DISCUSS WITH THE DIRECTOR ABOUT 1 EMPLOYEE'S INCENTIVE ISSUE. 13. SENDING 5 JIO NO FOR NETWORK ISSUE. 14. SEND AN EMAIL ABOUT THE INVOICE FOR MEMBERSHIP.15. COMPLAIN TO A FOOD VENDOR ABOUT THE QUALITY OF FOOD & QUANTITY, ALSO THE MENU,16. WATCHING CCTV.",,,,,,,
16/05/2025 19:05:16,16/05/2025,T15,Kolkata,RESERVATION,0,0,0,0,0,AVAILABILITY CHECKING DONE FOR 20 FILES AND CALLING DONE IN 25 HOTELS FOR ALMOST 65 TIMES.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 19:30:34,16/05/2025,NHL/218,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,,"Rate Recheck, Sembark Check, Filing:

Dreamzz Gr of Hotels (5 Hotels)
Ecotel Sonam - Lachung
Yashshree Kalimpong - KLM
Yashshree Pelling Chekhim - Pelling
Sumitel JB pARK - DRJ
Sterling Gr of Hotels (4 Hotels)
Le Vintuna - GTK",,,,,,,,,,,,,,,,
16/05/2025 19:30:47,16/05/2025,NHL/260,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bank Entries
Cash Entry in Tally
TDS Entries
Invoice Sorting and Filing.
Suspense Clearance",,
16/05/2025 19:41:00,16/05/2025,NHL/247,Kolkata,Sales(Group),,,,,,,,,,,,,,,,,,,,1,0,5,,3,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 19:45:33,16/05/2025,NHL/123,Kolkata,Bhutan Air Ticket & Taj Hotels,,,,,,,2,10,0,1,0,0,0,"BHUTAN TICKETS : QUERY 12, BLOCKING : 03, / TAJ HOTELS : 7 QUERY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 19:51:00,16/05/2025,T5,Kolkata,RESERVATION,2,0,0,0,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 19:53:26,16/05/2025,NHL/212,Kolkata,RESERVATION,0,0,0,5,30,"Updated contact details to maple residency 
Rate contract mail sent to The Palm Aryan.
Given cake cost 
Packed breakfast mail sent against File no. 1595088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 20:06:44,16/05/2025,NHL/028,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.	Bank Book sheet update from Bank
2.	Advance sheet update from Bank more times
3.	Bhutan including.
4.	Bank Reconciled checking. All Bank
5.	Follow up TCS amount and TCS declaration
6.	Communicate to agent more times over phone about TCS TDS and GST for Bhutan booking
7.	Read mail
8.	Payment Process
a.	Registered-2
b.	Unregistered  
",,
16/05/2025 20:19:10,16/05/2025,NHL/029,Kolkata,RESERVATION,15,0,3,5,0,RATE DONE FOR -  1712448  AND AVAILABILITY CHECKING FOR DIFFERENT ENQUERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 20:54:23,15/05/2025,NHL/178,Kolkata,RESERVATION,9,24,7,8,0,CHECKED 1 AVAILABLITY WITH TRIP ID (HAD CHECKED 2 MORE BUT FORGOT TO KEEP A TRACK OF IT). CHECKED 9 AVAILABILITIES OF SINGLE OR MORE HOTELS. RATE GIVEN FOR 7 HOTELS. SOLVED AND ARRANGED ROOMS IN DARJEELING FOR THE SAME DAY AS THE HOTEL HAD RELEASED THE HOTELS DUE TO SOME MISCOMMUNICATION.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/05/2025 21:25:31,16/05/2025,NHL/201,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.follow to agents for booking payments
2.refund process
3.multiple phone call received and solve the query.",,
16/05/2025 22:35:19,15/05/2025,NHL/236,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"
1.All Hotel  payment logged in software 
2. All converted hotel's rates checked and update on software. 
3. Assist other to prepare hotel's payment- as required
4. Send hotel payment details emails to hotels. ",,
16/05/2025 23:18:12,16/05/2025,NHL/234,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,"Mails read -450
Mails reply-46
Follow up with agent -85
Payment noted -70
Payment collected - 75 lakhs
Calls attend -16",,
17/05/2025 08:18:37,16/05/2025,NHL/007,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,4,14,"TDS CHECKED FOR PAYMENT MADE ON 15.05.2025 , SENT PAYMENT DETAILS TO HOTELS , CHECKED PURCHASE ENTRY MADE IN TALLY BY JUNIOR COLLEAGUE, CHECKED HOTEL AGREEMENT GIVEN TO ME BY MY OFFICE COLLEAGUE, CHECKED JAIPUR BRANCH ACCOUNTS AND OTHER MISCELLANEOUS JOBS GIVEN BY MY TEAM MATES & DIRECTORS.",,
17/05/2025 10:03:29,16/05/2025,T7,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.Payment update and acknowledgement of last night.
2.check hold to convert files and updated in software and inform sales person to convert the hold files
3.ledger reconcile 
4.paymeny follow up 
5.payment update in software and acknowledgement 
6.Tds entry 
7.Call received from agent and our sales team",,
17/05/2025 10:21:49,16/05/2025,NHL/191,Kolkata,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,NA,NA,20,"Yuma Darjeeling statement processed for the month of April'25 , Eeshan Resorts & hotels statement processed for the April'25 , Mount Group statement prepared for the month of April'25 & send for reconciliation , Hotel Ginger Gangtok booking checking & put advance payment , Rugural vendors payment checking , Assisting in making payments , Putting e mails to vendors along with payment advice. ",,
17/05/2025 11:30:38,16/05/2025,NHL/188,Kolkata,RESERVATION,22,22,0,0,15,66 QUOTES GIVEN ON WHATS APP MAYFAIR GROUP..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2025 18:18:54,17/05/2025,NHL/263,Jaipur,ACCOUNTS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06,"INVOICE ENTERED IN TALLY, PURCHASE CHECKING",,
17/05/2025 18:23:45,17/05/2025,NHL/128,Kolkata,IT,,,,,,,,,,,,,,,,,,,,,,,,,,215,,1,,"Updated data to Master & Collected Mumbai data of 5 pin code area, Mailed to Prakash Sir",,,,,,,,,,,,,,,,
17/05/2025 18:36:40,16/05/2025,NHL/220,Kolkata,RESERVATION,7,13,1,4,0,"14 AVAILABILITIES CHECKED, 2 RATE GIVEN, DISCUSSED CAKE PRICE, 5 VOUCHER SENT, CONTACT DETAILS SHARED TO HOTELS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/05/2025 18:54:30,17/05/2025,T5,Kolkata,RESERVATION,2,1,0,0,27,checked 2 availability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
